COLLECTTIME,SITEID,Call_Completion,TCH_DR,DL_Qual_0-5,DL_TBF_SR,HOSR,CS_Traffic,Availability,MS-BS_Distance
2021-08-25,17354,99.2,2.87,97.49,98.53,95.95,697.78,99.42,2052.88
2021-08-25,17359,99.61,3.15,97.67,99.98,98.81,413.59,100.0,778.63
2021-08-25,17900,99.14,0.72,98.39,99.72,93.45,333.03,100.0,655.98
2021-08-25,17902,100.0,0.0,97.67,99.96,98.57,27.96,100.0,791.54
2021-08-25,17903,99.42,1.83,95.69,100.0,93.54,223.96,100.0,1273.28
2021-08-25,17905,100.0,0.28,97.21,99.98,96.61,13.24,100.0,1498.58
2021-08-25,17906,96.95,0.79,96.21,99.95,100.0,2.95,100.0,8163.19
2021-08-25,17907,99.26,0.74,96.73,99.95,96.01,153.56,100.0,1655.25
2021-08-25,17908,100.0,0.49,97.86,100.0,95.73,40.39,100.0,1506.58
2021-08-25,17909,99.59,0.0,96.39,99.99,97.45,8.6,100.0,1990.45
2021-08-25,17910,100.0,0.0,98.86,100.0,100.0,4.41,100.0,1045.82
2021-08-25,17911,99.81,1.16,97.04,99.99,96.47,24.85,100.0,2841.36
2021-08-25,17912,100.0,2.02,96.77,99.99,100.0,31.52,100.0,2142.56
2021-08-25,17913,100.0,0.0,98.69,100.0,92.31,0.53,100.0,1091.7
2021-08-25,17914,100.0,1.06,93.36,100.0,96.69,4.71,100.0,3039.3
2021-08-25,17915,99.57,1.08,98.43,100.0,93.54,265.1,100.0,2999.88
2021-08-25,17916,99.8,1.04,99.23,99.88,99.79,1417.48,100.0,946.45
2021-08-25,17917,100.0,0.0,97.6,100.0,96.67,0.92,100.0,6412.97
2021-08-25,17918,99.14,0.65,99.01,100.0,100.0,21.78,100.0,2502.14
2021-08-25,17920,100.0,3.23,99.66,100.0,,2.93,100.0,6378.46
2021-08-25,17921,99.69,0.92,96.95,99.99,100.0,9.97,98.65,3860.98
2021-08-25,17923,97.63,4.01,95.31,99.99,98.9,324.22,100.0,1016.49
2021-08-25,17924,99.24,0.0,97.59,99.99,100.0,4.66,100.0,4498.58
2021-08-25,17925,99.08,0.23,96.21,99.98,98.75,16.21,100.0,1859.19
2021-08-25,17926,99.85,0.52,96.44,99.99,97.8,88.44,100.0,1218.85
2021-08-25,17927,99.56,0.15,98.32,99.99,100.0,19.66,99.59,2071.29
2021-08-25,17928,100.0,0.0,98.99,100.0,100.0,2.93,100.0,943.21
2021-08-25,17929,100.0,0.0,99.31,100.0,100.0,0.91,100.0,2726.26
2021-08-25,17930,99.81,0.24,98.49,99.98,95.17,282.42,100.0,923.24
2021-08-25,17931,99.42,2.38,98.49,99.4,98.67,1197.13,100.0,745.45
2021-08-25,17933,99.69,1.38,96.93,100.0,97.72,122.89,100.0,3627.82
2021-08-25,17934,99.74,0.17,98.0,99.99,96.8,48.8,100.0,1893.2
2021-08-25,17935,99.26,1.85,97.83,100.0,93.64,51.54,100.0,1208.91
2021-08-25,17936,99.54,1.54,96.65,99.87,96.1,424.3,99.34,1392.86
2021-08-25,17937,99.49,1.26,97.54,97.02,98.02,750.32,100.0,1047.66
2021-08-25,17938,99.88,1.34,97.45,99.99,96.49,43.1,100.0,1674.33
2021-08-25,17939,100.0,0.0,97.08,100.0,100.0,2.48,100.0,1476.51
2021-08-25,17940,100.0,1.41,94.23,100.0,100.0,1.49,100.0,3755.39
2021-08-25,17941,99.82,0.72,95.64,99.97,98.68,15.77,100.0,2864.36
2021-08-25,17942,100.0,0.97,98.39,99.99,100.0,12.04,100.0,2499.73
2021-08-25,17943,99.63,1.31,97.53,99.98,99.18,21.79,100.0,3844.37
2021-08-25,17945,100.0,0.0,93.15,99.97,100.0,0.98,99.43,6582.79
2021-08-25,17946,100.0,0.0,95.06,99.96,100.0,0.09,100.0,2018.66
2021-08-25,17947,96.08,2.91,94.16,100.0,90.86,44.91,100.0,3812.27
2021-08-25,17951,99.4,1.86,98.42,98.98,99.59,456.11,100.0,928.41
2021-08-25,17952,98.84,1.18,96.57,100.0,100.0,3.25,100.0,1676.0
2021-08-25,17953,99.41,0.79,95.07,99.99,98.57,15.95,98.77,1936.39
2021-08-25,17999,99.33,1.58,98.01,99.57,98.84,704.01,100.0,842.84
2021-08-25,37180,100.0,4.23,97.87,100.0,90.06,17.02,100.0,2495.01
2021-08-25,37181,100.0,0.0,99.46,100.0,100.0,0.68,100.0,821.05
2021-08-25,37182,99.5,1.34,99.58,99.99,99.48,49.71,100.0,1131.91
2021-08-25,37183,99.55,0.45,99.87,100.0,99.07,18.26,100.0,1325.9
2021-08-25,37184,100.0,0.53,99.57,99.96,95.19,102.43,100.0,1128.47
2021-08-25,37450,99.15,0.86,99.59,100.0,87.56,11.92,100.0,1952.57
2021-08-25,37452,100.0,0.29,99.76,100.0,93.84,235.24,100.0,935.71
2021-08-25,37874,99.94,0.71,99.55,99.96,96.81,155.49,100.0,2605.66
2021-08-25,37875,100.0,0.55,99.31,100.0,96.17,36.19,100.0,1960.9
2021-08-25,37876,99.7,1.49,99.35,99.91,94.33,204.46,100.0,1006.9
2021-08-25,39150,100.0,1.44,97.94,100.0,95.36,11.53,100.0,5663.98
2021-08-25,39473,100.0,0.0,98.87,99.99,100.0,4.81,100.0,1543.03
2021-08-25,39871,100.0,0.72,99.33,100.0,100.0,28.03,100.0,1245.59
2021-08-25,39872,100.0,1.89,99.41,99.98,100.0,6.44,100.0,1323.06
2021-08-25,39873,100.0,0.0,99.83,100.0,98.33,3.32,100.0,10219.53
2021-08-26,13103,100.0,0.65,95.9,100.0,93.55,58.31,100.0,1587.09
2021-08-26,13104,100.0,0.74,97.36,100.0,97.21,37.02,100.0,2718.64
2021-08-26,13105,99.66,0.8,96.36,99.99,99.87,53.57,100.0,2272.08
2021-08-26,13110,100.0,0.0,97.83,99.98,99.81,26.59,100.0,2083.14
2021-08-26,13111,96.55,0.0,99.0,99.92,100.0,1.52,100.0,3280.76
2021-08-26,13112,100.0,1.48,97.5,99.92,96.98,9.91,100.0,786.08
2021-08-26,13116,99.79,0.62,97.29,99.99,96.05,25.32,100.0,2564.81
2021-08-26,13117,99.59,0.0,98.75,99.97,98.39,15.03,100.0,949.89
2021-08-26,13118,100.0,1.09,98.33,99.99,99.42,16.67,100.0,1593.32
2021-08-26,13120,100.0,0.49,98.18,99.96,99.4,27.59,100.0,1453.41
2021-08-26,13121,99.65,1.06,97.3,99.94,100.0,14.45,100.0,1802.48
2021-08-26,13122,100.0,0.51,98.9,99.95,99.82,32.0,100.0,1220.18
2021-08-26,13123,100.0,0.26,99.02,99.98,98.91,20.27,100.0,1518.66
2021-08-26,13130,99.61,0.78,95.09,99.98,98.04,23.27,100.0,18496.94
2021-08-26,13133,100.0,0.81,96.33,99.99,98.85,13.71,100.0,3024.74
2021-08-26,13134,99.8,1.0,95.86,100.0,99.56,21.19,99.91,1013.07
2021-08-26,13135,100.0,0.0,99.49,100.0,96.25,4.84,100.0,557.01
2021-08-26,13136,98.98,1.92,97.36,100.0,97.14,79.11,100.0,1193.63
2021-08-26,13137,100.0,0.8,94.76,99.98,98.23,14.92,100.0,917.15
2021-08-26,13138,100.0,2.0,96.52,99.97,97.5,16.52,100.0,1496.11
2021-08-26,13139,99.58,1.92,95.24,99.97,98.1,35.68,100.0,1620.95
2021-08-26,13140,99.25,3.79,91.94,99.98,98.59,5.79,100.0,3640.36
2021-08-26,13142,99.51,0.99,96.99,99.99,92.2,23.92,100.0,2021.91
2021-08-26,13143,99.11,2.33,97.0,99.95,95.65,31.82,100.0,1735.62
2021-08-26,13144,100.0,0.0,97.78,99.98,96.55,1.75,100.0,1482.58
2021-08-26,13145,99.75,0.0,98.22,99.98,99.67,23.95,100.0,1351.96
2021-08-26,13158,100.0,0.78,99.78,99.93,100.0,5.96,100.0,968.23
2021-08-26,13159,99.66,0.8,96.29,99.98,98.87,66.46,100.0,1367.97
2021-08-26,13162,99.6,0.1,97.1,100.0,99.76,53.4,100.0,2127.08
2021-08-26,13163,99.83,1.08,96.52,100.0,99.19,70.15,100.0,2782.36
2021-08-26,13164,99.65,1.62,97.96,100.0,98.44,85.6,100.0,1543.67
2021-08-26,13165,99.68,0.43,98.31,99.98,97.66,67.06,100.0,3139.05
2021-08-26,13167,99.84,0.4,98.6,99.99,98.84,97.18,100.0,1699.72
2021-08-26,13168,99.89,1.0,97.47,99.99,98.19,63.19,100.0,1563.6
2021-08-26,13169,99.81,0.58,97.71,99.99,99.53,94.34,100.0,1212.12
2021-08-26,13170,99.83,0.52,96.77,99.98,98.31,46.19,100.0,1832.23
2021-08-26,13173,100.0,0.36,96.91,99.99,94.0,43.66,100.0,1221.2
2021-08-26,13177,99.47,0.53,98.93,99.95,100.0,14.04,100.0,1757.34
2021-08-26,13178,99.67,0.66,98.44,99.98,97.89,36.02,100.0,1026.13
2021-08-26,13179,99.83,0.69,97.36,99.96,97.47,33.83,100.0,1995.04
2021-08-26,13187,100.0,0.74,99.4,99.96,100.0,19.39,100.0,1232.81
2021-08-26,13188,99.63,0.83,96.23,99.98,96.68,66.14,100.0,3686.87
2021-08-26,13189,99.72,1.24,98.84,99.99,98.81,34.05,100.0,708.7
2021-08-26,13191,99.84,0.82,98.51,99.96,92.29,52.78,100.0,1041.74
2021-08-26,13194,99.44,4.52,96.82,99.92,92.61,4.39,100.0,1045.05
2021-08-26,13196,100.0,2.94,98.5,100.0,100.0,0.7,100.0,550.62
2021-08-26,13404,99.79,0.0,99.09,99.99,98.88,30.92,100.0,1110.88
2021-08-26,13405,99.88,0.36,98.36,100.0,99.38,129.8,100.0,1585.8
2021-08-26,13407,99.34,1.33,98.29,99.87,81.22,12.11,100.0,2888.17
2021-08-26,13413,97.74,2.18,97.81,98.76,97.86,182.08,100.0,1535.86
2021-08-26,13420,100.0,0.0,99.11,99.94,99.57,23.07,100.0,1486.57
2021-08-26,13425,100.0,0.38,97.85,99.99,99.94,46.02,100.0,2861.94
2021-08-26,13426,100.0,1.2,98.59,99.98,98.88,19.71,100.0,1905.06
2021-08-26,13428,100.0,0.0,99.22,99.97,99.42,21.11,100.0,1354.39
2021-08-26,13437,100.0,1.19,98.05,99.98,99.65,30.45,100.0,1802.88
2021-08-26,13438,99.89,0.43,97.83,99.99,98.15,61.65,100.0,2586.65
2021-08-26,13440,100.0,0.0,99.88,100.0,100.0,0.98,100.0,550.28
2021-08-26,13442,100.0,0.53,99.13,99.98,100.0,27.57,100.0,904.88
2021-08-26,13444,100.0,0.25,98.92,99.99,99.46,46.17,100.0,1247.23
2021-08-26,13446,100.0,0.71,98.68,99.99,99.72,29.03,100.0,1876.04
2021-08-26,13448,100.0,0.74,95.87,99.98,99.74,12.65,100.0,738.22
2021-08-26,13449,100.0,0.23,99.27,99.98,99.49,47.0,100.0,1576.8
2021-08-26,13456,99.71,0.29,98.37,99.93,98.99,21.98,100.0,1033.68
2021-08-26,13457,100.0,0.59,98.02,99.99,97.67,15.83,100.0,930.64
2021-08-26,13459,99.91,1.02,97.92,100.0,96.18,117.85,100.0,2248.96
2021-08-26,13460,100.0,0.43,99.29,99.99,99.2,52.55,100.0,1280.85
2021-08-26,13462,100.0,0.77,97.9,100.0,99.42,41.22,100.0,1165.95
2021-08-26,13463,100.0,0.48,96.49,100.0,99.02,8.38,100.0,7136.84
2021-08-26,13464,100.0,0.51,96.92,99.99,96.43,33.7,100.0,1313.07
2021-08-26,13465,100.0,0.0,98.19,100.0,0.0,11.3,100.0,636.33
2021-08-26,13467,100.0,0.93,98.31,99.98,96.47,124.88,100.0,1856.22
2021-08-26,13470,100.0,0.24,98.06,99.98,98.05,26.24,100.0,1358.99
2021-08-26,13471,99.29,0.71,97.52,99.99,98.44,41.36,100.0,989.19
2021-08-26,13472,99.53,1.88,93.46,100.0,96.91,47.87,95.97,988.35
2021-08-26,13474,99.9,0.4,98.15,99.99,96.62,41.47,100.0,821.72
2021-08-26,13475,100.0,0.1,98.17,99.99,98.97,55.04,100.0,954.64
2021-08-26,13477,100.0,0.58,98.71,99.99,96.75,53.7,100.0,1050.31
2021-08-26,13800,99.4,0.73,96.28,99.99,97.91,56.94,100.0,3056.54
2021-08-26,13801,99.92,0.25,98.33,100.0,99.04,181.04,100.0,1146.16
2021-08-26,13802,100.0,0.47,97.52,100.0,99.16,50.74,100.0,1632.77
2021-08-26,13803,99.93,0.28,98.22,100.0,98.92,116.11,100.0,2571.8
2021-08-26,13804,99.93,0.34,98.25,100.0,98.5,109.31,100.0,2227.67
2021-08-26,13806,99.85,0.45,98.25,99.99,98.69,37.2,100.0,1220.86
2021-08-26,13807,100.0,0.19,98.68,99.99,97.89,59.82,100.0,2381.89
2021-08-26,13808,100.0,1.13,98.47,99.97,99.18,63.24,100.0,2122.46
2021-08-26,13809,100.0,0.2,97.82,99.98,97.85,83.31,100.0,2268.99
2021-08-26,13810,99.88,0.37,98.97,100.0,94.74,78.41,100.0,1865.32
2021-08-26,13811,99.84,0.49,98.11,99.99,96.32,30.56,100.0,1005.25
2021-08-26,13812,99.59,0.41,97.85,100.0,92.63,70.18,100.0,1799.37
2021-08-26,13813,99.46,0.55,96.85,99.99,89.84,47.15,100.0,2012.67
2021-08-26,13814,99.04,0.96,97.14,100.0,88.74,33.12,100.0,1778.53
2021-08-26,13815,99.61,0.1,98.27,100.0,93.37,64.17,100.0,1107.66
2021-08-26,13816,98.95,0.64,97.26,99.98,97.21,26.95,98.4,1553.62
2021-08-26,13817,100.0,2.56,96.07,100.0,98.92,26.25,100.0,2827.03
2021-08-26,13818,99.79,0.42,98.05,100.0,96.7,97.83,100.0,1263.33
2021-08-26,13819,99.71,0.44,99.18,100.0,98.21,34.15,100.0,647.32
2021-08-26,13820,99.76,0.73,97.69,100.0,98.6,78.38,100.0,1467.04
2021-08-26,13821,99.92,0.92,98.9,99.99,98.81,140.37,100.0,970.89
2021-08-26,13822,100.0,2.11,95.93,99.99,98.94,4.1,100.0,1046.35
2021-08-26,13823,99.93,0.97,97.99,100.0,97.36,95.71,100.0,985.56
2021-08-26,13824,99.95,0.7,97.08,100.0,98.32,132.59,100.0,1152.86
2021-08-26,13825,99.75,0.87,97.65,99.99,83.48,91.83,100.0,1294.38
2021-08-26,13826,99.52,0.49,95.99,99.99,98.0,32.24,100.0,1306.52
2021-08-26,13827,99.26,0.75,96.57,99.99,98.0,68.64,100.0,1343.23
2021-08-26,13829,99.93,0.67,98.42,100.0,97.69,81.67,100.0,2731.63
2021-08-26,13830,99.54,0.46,98.08,99.99,98.65,80.39,100.0,3119.73
2021-08-26,13831,100.0,0.3,98.69,99.97,100.0,59.48,100.0,1677.45
2021-08-26,13833,100.0,0.23,98.24,99.98,96.67,47.88,100.0,3518.51
2021-08-26,13834,99.8,1.19,96.61,99.96,98.37,37.94,100.0,3254.34
2021-08-26,13835,100.0,3.1,96.16,100.0,89.3,9.17,100.0,1405.08
2021-08-26,13836,100.0,0.13,98.01,99.99,99.26,55.43,100.0,1063.4
2021-08-26,13837,99.48,0.39,97.96,99.99,98.26,44.85,100.0,1081.09
2021-08-26,13838,99.9,0.84,97.21,100.0,97.7,63.01,100.0,3323.75
2021-08-26,13840,99.78,0.55,98.55,99.99,97.98,178.38,100.0,2001.04
2021-08-26,13841,99.7,0.61,98.39,99.98,99.55,48.86,100.0,3017.48
2021-08-26,13842,99.82,0.55,97.37,99.99,95.16,28.84,100.0,1356.25
2021-08-26,13843,99.82,1.07,97.54,99.99,98.36,67.2,100.0,1385.3
2021-08-26,13844,100.0,0.23,98.01,99.99,99.01,73.37,100.0,4456.24
2021-08-26,13846,100.0,0.94,99.46,99.97,100.0,17.68,100.0,1087.29
2021-08-26,13847,99.82,0.73,98.49,99.97,99.49,30.1,100.0,2056.01
2021-08-26,13848,99.79,0.0,99.39,99.99,100.0,27.03,100.0,1387.03
2021-08-26,13849,99.62,0.38,97.79,99.98,99.13,42.63,100.0,4271.36
2021-08-26,13850,100.0,2.12,98.94,99.96,98.66,30.86,100.0,1575.58
2021-08-26,13851,100.0,0.71,99.57,99.97,99.69,26.61,100.0,1169.06
2021-08-26,13852,99.87,0.52,98.88,99.99,99.65,40.55,100.0,1975.72
2021-08-26,13853,99.9,0.39,99.19,99.97,99.24,56.62,100.0,1522.25
2021-08-26,13856,100.0,0.32,97.72,99.99,97.32,15.79,100.0,1104.11
2021-08-26,13858,100.0,0.17,99.31,99.96,98.97,40.39,100.0,1718.82
2021-08-26,13859,100.0,0.91,97.96,99.99,100.0,31.3,100.0,2522.03
2021-08-26,13860,99.77,0.7,97.39,99.98,97.22,48.11,100.0,4306.02
2021-08-26,13861,99.39,1.23,97.79,99.98,99.51,21.18,100.0,4971.58
2021-08-26,13862,100.0,0.07,98.4,100.0,98.55,73.63,100.0,1050.7
2021-08-26,13863,99.89,0.11,98.96,99.99,87.64,52.62,100.0,2755.09
2021-08-26,13864,100.0,0.32,98.9,99.95,98.17,17.2,100.0,1318.25
2021-08-26,13865,99.73,1.01,96.63,100.0,97.47,77.11,100.0,1614.57
2021-08-26,13866,100.0,0.0,99.38,99.97,100.0,29.49,100.0,838.25
2021-08-26,13867,100.0,0.43,98.2,99.99,100.0,26.51,100.0,2510.18
2021-08-26,13868,100.0,0.66,99.33,99.98,97.31,58.44,100.0,1569.86
2021-08-26,13869,99.9,0.76,98.8,99.99,80.62,115.62,98.58,5663.02
2021-08-26,13870,99.57,0.43,97.52,99.98,98.73,11.7,100.0,5468.52
2021-08-26,13878,99.89,1.14,99.14,99.99,93.36,84.59,100.0,1086.44
2021-08-26,13879,100.0,0.14,99.52,100.0,98.45,32.65,100.0,686.06
2021-08-26,13880,99.58,0.43,96.56,99.95,95.39,11.43,100.0,2694.55
2021-08-26,13881,99.87,0.66,97.47,99.99,97.59,52.2,100.0,2119.62
2021-08-26,13882,100.0,0.0,99.47,99.99,99.62,23.3,100.0,993.78
2021-08-26,13883,99.72,0.77,97.69,99.98,98.77,206.3,100.0,811.75
2021-08-26,13885,99.7,0.3,98.04,99.99,98.36,30.31,100.0,1001.77
2021-08-26,13886,100.0,0.54,98.61,99.98,99.53,20.4,100.0,2130.32
2021-08-26,13887,100.0,0.85,94.93,99.93,97.62,7.49,100.0,8895.64
2021-08-26,13888,98.23,0.68,98.07,99.99,96.55,125.88,88.62,946.4
2021-08-26,13893,100.0,0.11,97.25,99.99,96.92,69.59,100.0,2242.29
2021-08-26,13894,99.76,0.95,98.6,99.98,95.14,30.52,100.0,1731.27
2021-08-26,13896,99.85,0.15,97.54,100.0,97.04,52.9,100.0,3784.15
2021-08-26,13899,99.71,0.1,97.26,99.99,99.65,93.65,100.0,1195.77
2021-08-26,14200,99.72,1.94,97.67,99.99,96.87,117.86,100.0,2904.3
2021-08-26,14204,99.71,1.15,97.33,99.98,96.71,26.16,100.0,1891.17
2021-08-26,14205,100.0,0.0,97.94,99.97,98.49,32.82,100.0,3042.1
2021-08-26,14206,99.83,0.52,97.84,99.97,91.79,35.52,100.0,1911.16
2021-08-26,14212,100.0,0.0,98.66,99.97,100.0,17.41,100.0,2373.15
2021-08-26,14214,99.8,0.59,96.04,99.97,94.47,37.35,100.0,924.25
2021-08-26,14215,100.0,4.52,96.58,99.98,96.77,9.59,100.0,1625.55
2021-08-26,14217,100.0,0.0,98.4,99.99,99.4,10.32,100.0,1968.46
2021-08-26,14219,99.94,0.43,99.49,99.99,100.0,80.68,100.0,1254.99
2021-08-26,14221,99.46,1.64,97.77,100.0,92.74,28.46,100.0,4321.21
2021-08-26,14223,99.66,1.38,97.13,99.96,98.46,22.74,100.0,1926.7
2021-08-26,14225,100.0,12.86,91.95,99.99,92.95,25.77,100.0,1290.03
2021-08-26,14226,99.79,3.97,98.28,99.98,92.15,48.92,100.0,821.18
2021-08-26,14229,99.19,7.38,87.41,99.94,95.47,7.73,100.0,2694.53
2021-08-26,14231,100.0,1.69,96.31,99.96,95.65,6.58,100.0,907.91
2021-08-26,14232,100.0,2.47,96.18,99.98,93.2,13.12,100.0,1391.37
2021-08-26,14236,100.0,0.41,99.28,99.99,99.91,10.29,100.0,1341.19
2021-08-26,14240,99.61,3.35,95.45,100.0,84.65,40.38,100.0,2597.33
2021-08-26,14241,100.0,5.92,97.71,99.97,96.47,65.22,100.0,3039.46
2021-08-26,14242,98.84,3.53,93.31,99.99,80.2,25.81,100.0,2950.43
2021-08-26,14243,99.31,0.47,96.25,100.0,88.65,28.23,100.0,1589.19
2021-08-26,14244,99.68,1.95,97.1,99.96,97.43,23.5,100.0,2207.94
2021-08-26,14245,99.63,1.65,95.17,99.99,96.68,42.14,100.0,3179.62
2021-08-26,14246,100.0,0.7,96.77,99.98,95.87,37.18,100.0,2234.72
2021-08-26,14248,99.56,1.34,95.42,99.99,98.05,11.37,100.0,2293.4
2021-08-26,14252,100.0,0.0,98.92,99.91,99.79,30.86,100.0,1494.64
2021-08-26,14253,100.0,0.0,99.17,99.98,98.94,6.06,100.0,3334.03
2021-08-26,14254,100.0,0.0,97.06,99.99,100.0,11.91,100.0,3158.22
2021-08-26,14255,100.0,2.38,99.54,100.0,100.0,6.06,100.0,875.89
2021-08-26,14258,100.0,0.0,99.03,99.98,100.0,7.66,100.0,2131.97
2021-08-26,14261,100.0,0.0,98.64,99.95,99.6,8.88,100.0,1419.29
2021-08-26,14263,99.03,3.9,97.68,100.0,98.74,31.06,100.0,1995.03
2021-08-26,14267,98.61,5.63,90.15,99.99,84.13,4.01,100.0,6630.82
2021-08-26,14268,99.5,0.0,97.31,99.99,98.81,41.19,100.0,4013.16
2021-08-26,14271,99.16,5.95,95.72,100.0,91.52,27.42,100.0,2805.35
2021-08-26,14282,99.8,5.74,96.54,100.0,96.16,64.34,100.0,1702.29
2021-08-26,14289,100.0,0.36,99.34,99.99,99.91,35.53,100.0,2569.61
2021-08-26,14290,99.08,4.01,93.3,100.0,94.45,44.49,100.0,3150.85
2021-08-26,14291,100.0,6.12,84.6,99.89,70.59,2.74,100.0,2745.36
2021-08-26,14294,99.79,1.91,95.79,99.98,97.78,41.95,100.0,2516.19
2021-08-26,14295,99.68,7.08,96.32,100.0,94.14,151.85,100.0,1638.04
2021-08-26,14297,100.0,2.5,96.28,99.96,97.73,5.6,100.0,2167.29
2021-08-26,14298,99.19,3.8,98.16,99.98,97.02,193.45,100.0,2920.49
2021-08-26,14299,100.0,11.11,93.41,100.0,94.26,11.11,100.0,3347.79
2021-08-26,14503,100.0,0.0,100.0,100.0,100.0,0.09,100.0,550.0
2021-08-26,14508,100.0,2.34,98.73,99.96,96.49,57.0,100.0,1485.65
2021-08-26,14509,99.73,3.66,94.38,100.0,95.03,60.29,100.0,2711.0
2021-08-26,14700,100.0,0.58,99.35,100.0,99.41,22.5,100.0,2234.08
2021-08-26,14701,100.0,0.09,98.64,99.99,99.88,45.46,100.0,1339.17
2021-08-26,14702,100.0,0.11,98.29,99.99,99.85,68.5,100.0,1779.6
2021-08-26,14703,100.0,0.58,98.23,99.96,97.68,18.41,100.0,1536.25
2021-08-26,14704,99.49,1.19,98.66,99.98,99.62,38.58,99.65,4360.93
2021-08-26,14705,99.85,0.88,97.06,99.98,97.81,34.3,100.0,1812.39
2021-08-26,14706,100.0,0.87,99.13,100.0,97.57,159.65,100.0,1650.53
2021-08-26,14707,99.67,1.22,96.96,99.97,97.5,55.16,100.0,2017.22
2021-08-26,14708,99.54,1.5,97.38,99.99,91.86,81.34,41.1,1439.31
2021-08-26,14709,99.89,0.99,95.76,99.99,98.34,91.04,100.0,4316.66
2021-08-26,14710,99.71,1.17,99.16,99.96,96.45,62.21,100.0,1971.8
2021-08-26,14711,99.86,1.7,97.75,100.0,89.46,73.6,100.0,2852.55
2021-08-26,14712,99.73,0.54,97.59,99.97,98.47,84.44,100.0,2561.11
2021-08-26,14713,99.86,0.84,98.65,100.0,96.93,85.89,100.0,3745.05
2021-08-26,14714,99.66,2.25,99.1,100.0,95.47,228.35,100.0,1020.79
2021-08-26,14715,99.86,0.14,99.2,99.98,99.12,337.4,100.0,1103.37
2021-08-26,14716,99.23,2.06,95.62,100.0,93.45,50.57,100.0,1271.09
2021-08-26,14717,98.91,5.25,95.66,99.99,93.63,35.75,100.0,2337.11
2021-08-26,14718,99.65,2.14,98.16,99.99,93.36,80.5,100.0,1497.58
2021-08-26,14719,99.59,4.56,95.37,99.99,94.6,38.42,100.0,3478.1
2021-08-26,14720,97.78,2.27,94.52,99.95,92.41,4.34,100.0,1440.73
2021-08-26,14722,99.62,0.0,96.89,99.97,100.0,14.33,100.0,1710.76
2021-08-26,14723,100.0,0.79,98.41,99.96,98.09,28.01,100.0,2491.62
2021-08-26,14724,100.0,0.44,98.4,99.97,97.72,36.25,100.0,2458.74
2021-08-26,14725,100.0,0.0,98.16,99.99,98.98,16.62,100.0,2999.64
2021-08-26,14726,100.0,0.33,98.6,99.99,97.69,65.76,100.0,1315.63
2021-08-26,14727,99.7,0.38,97.4,100.0,99.5,83.51,100.0,3502.03
2021-08-26,14728,97.62,0.0,97.37,99.96,90.48,3.97,100.0,1887.65
2021-08-26,14729,100.0,0.17,98.37,99.95,98.94,31.29,100.0,1426.58
2021-08-26,14730,99.71,3.55,95.96,99.99,91.67,35.1,100.0,2878.24
2021-08-26,14732,100.0,0.38,98.99,99.98,98.83,24.1,100.0,2958.12
2021-08-26,14733,99.89,0.45,97.79,99.99,97.44,96.45,100.0,1409.37
2021-08-26,14734,99.86,0.69,99.52,100.0,99.33,144.27,100.0,913.02
2021-08-26,14736,100.0,4.44,98.14,100.0,96.32,31.6,100.0,729.47
2021-08-26,14737,99.81,3.18,98.66,100.0,87.99,119.21,100.0,1086.85
2021-08-26,14739,99.69,1.84,97.59,99.99,77.71,55.47,100.0,939.81
2021-08-26,14740,99.5,3.49,98.26,99.99,92.93,154.02,100.0,1001.93
2021-08-26,14741,98.82,7.01,94.49,100.0,91.02,57.31,100.0,1001.27
2021-08-26,14742,99.53,11.85,95.37,100.0,97.81,139.43,100.0,1714.07
2021-08-26,14744,99.77,2.62,98.69,100.0,98.49,149.79,100.0,1304.98
2021-08-26,14745,100.0,4.52,96.03,99.99,83.63,72.08,100.0,1035.28
2021-08-26,14746,100.0,0.48,97.04,99.97,97.43,32.31,100.0,2211.8
2021-08-26,14747,98.76,0.63,99.11,99.98,98.49,8.51,100.0,1221.74
2021-08-26,14748,99.58,7.17,96.43,99.97,92.14,26.99,100.0,2277.79
2021-08-26,14749,100.0,1.49,99.78,100.0,100.0,1.75,100.0,934.89
2021-08-26,14750,100.0,0.0,99.27,99.97,98.74,20.57,100.0,1416.37
2021-08-26,14751,99.68,0.16,97.87,99.96,99.63,21.86,100.0,3508.5
2021-08-26,14752,99.62,0.0,98.6,99.99,100.0,11.91,100.0,1954.56
2021-08-26,14753,99.6,0.96,98.14,99.99,97.27,103.6,100.0,6365.82
2021-08-26,14754,100.0,0.0,98.07,99.93,100.0,6.02,100.0,1028.75
2021-08-26,14755,99.7,0.0,98.42,99.97,98.54,15.53,100.0,1254.11
2021-08-26,14756,100.0,2.58,93.58,99.98,83.93,10.41,100.0,2979.6
2021-08-26,14757,100.0,0.0,99.4,99.93,99.18,17.88,100.0,2334.42
2021-08-26,14758,99.82,8.32,95.26,99.95,90.7,77.46,100.0,1958.05
2021-08-26,14759,99.57,2.15,96.18,99.99,89.46,14.36,100.0,1920.15
2021-08-26,14760,99.7,1.49,97.91,99.97,94.21,80.13,100.0,2181.14
2021-08-26,14761,100.0,0.0,99.58,99.95,98.15,4.24,100.0,550.24
2021-08-26,14762,100.0,3.23,90.23,100.0,93.75,1.6,100.0,1305.1
2021-08-26,14763,100.0,1.32,97.79,100.0,94.5,97.03,100.0,3043.02
2021-08-26,14764,99.76,4.4,97.05,99.99,96.19,134.53,100.0,1865.26
